iri,label,definition,type
https://www.commoncoreontologies.org/ont00001198,Railcar,"A Rail Transport Vehicle that consists of a single self-propelled Vehicle that is not a Train, is designed to transport passengers, and which may also be designed to connect to other Railcars to form a Train.",class
https://www.commoncoreontologies.org/ont00001199,Protruding,A Shape Quality inhering in a part of an object in virtue of the part extending out above or beyond the surface of the object.,class
https://www.commoncoreontologies.org/ont00001200,Structural Support Artifact Function,An Artifact Function that is realized by an Artifact providing physical support to another object.,class
https://www.commoncoreontologies.org/ont00001201,Trail,"A Land Transportation Artifact that is designed to enable transport through rough country, such as a forest or moor.",class
https://www.commoncoreontologies.org/ont00001202,Size Quality,A Quality that inheres in a bearer in virtue of the bearer's extension in one or more dimensions.,class
https://www.commoncoreontologies.org/ont00001203,Delimiting Domain,A Geospatial Region that delimits the authority of an Organization to exercise its control within the bounded area.,class
https://www.commoncoreontologies.org/ont00001204,Night,A Temporal Interval that consists of the temporal regions between when people typically retire to sleep (approximately 9:00pm) and when the sun dawns (approximately 6:00am).,class
https://www.commoncoreontologies.org/ont00001205,Priority Scale,A Reference System that is designed to be used to rank or identify the importance of entities of the specified type.,class
https://www.commoncoreontologies.org/ont00001206,Multi-Year Temporal Interval,A one-dimensional temporal region that is measured in Years and spans at least one Year.,class
https://www.commoncoreontologies.org/ont00001207,Optical Lens,An Optical Instrument that is designed to focus or disperse a beam of light entering the lens by means of refraction.,class
https://www.commoncoreontologies.org/ont00001208,High Frequency,A Radio Frequency that is between 3 and 30 MHz.,class
https://www.commoncoreontologies.org/ont00001209,UPC-E Barcode,A UPC Barcode that consists of 6 numerical digits.,class
https://www.commoncoreontologies.org/ont00001210,Retail Artifact Function,A Service Artifact Function that is realized in processes of selling goods or merchandise in small or individual lots for direct consumption by persons or organizations.,class
https://www.commoncoreontologies.org/ont00001211,Lifting Artifact Function,An Artifact Function that is realized by processes in which some Artifact is used to lift some object.,class
https://www.commoncoreontologies.org/ont00001212,Female Sex,A Biological Sex inhering in an individual that only produces gametes that can be fertilized by male gametes.,class
https://www.commoncoreontologies.org/ont00001213,Stasis of Artifact Operationality,A Stasis of Realizable Entity that holds during a Temporal Interval when an Artifact's designed set of Artifact Functions (or at least its primary functions) or the realizations of those functions remain unchanged.,class
https://www.commoncoreontologies.org/ont00001214,Increase of Specifically Dependent Continuant,An Increase of Dependent Continuant in which some Independent Continuant has an increase of some Specifically Dependent Continuant that it bears.,class
https://www.commoncoreontologies.org/ont00001215,Funeral,"An Act of Ceremony in which the Life of a Person who has died is celebrated, sanctified, or remembered.",class
https://www.commoncoreontologies.org/ont00001216,Periscope,"An Optical Instrument that is designed to enable observation of an object that is located over, around, or through another object, obstacle, or condition that prevents direct line-of-sight observation from the observer's current position.",class
https://www.commoncoreontologies.org/ont00001217,Medium Machine Gun,"A Mounted Gun that is designed to fire full-power rifle Cartridges (less than .50 caliber or 12.7mm) in quick succession from an ammunition belt, and which typically weighs 22-30 lbs.",class
https://www.commoncoreontologies.org/ont00001218,Signal Processing Artifact Function,An Artifact Function that is realized in the process of transferring or processing information contained in signals.,class
https://www.commoncoreontologies.org/ont00001219,Delta-v,A Process Profile that is the total change in Velocity of an object's Motion.,class
https://www.commoncoreontologies.org/ont00001220,Opaque,"An Opacity that inheres in a bearer in virtue of that bearer's incapacity to transmit electromagnetic radiation of a given frequency through the bearer such that the bearer reflects, scatters, or absorbs all electromagnetic radiation of that frequency.",class
https://www.commoncoreontologies.org/ont00001221,Physically Powered Engine,An Engine that is designed to convert potential or kinetic energy into mechanical energy.,class
https://www.commoncoreontologies.org/ont00001222,Solar Panel System,"An Electrical Power Source that consists in part of one or more Solar Panels, a power inverter, electrical wiring between the components, a mounting and support structure, and may also include a battery and/or a solar tracking system and is the bearer of functions realized in processes of deriving, transferring, and storing electrical energy derived from light energy.",class
https://www.commoncoreontologies.org/ont00001223,Dish Receiver,A Radio Receiver that uses a Parabolic (or Dish) Antenna to intercept radio signals.,class
https://www.commoncoreontologies.org/ont00001224,Process Requirement,A Process Regulation that requires some Process.,class
https://www.commoncoreontologies.org/ont00001225,Yellow,A Color that is between Orange and Green with a wavelength in the visible spectrum typically between 560 to 590 nanometers.,class
https://www.commoncoreontologies.org/ont00001226,Act of Employment,An Act of Association wherein an Organization assigns a set of activities to some Person to be performed in exchange for financial compensation.,class
https://www.commoncoreontologies.org/ont00001227,Longitudinal Wave Profile,A Wave Process Profile in which the displacement of participating particles is parallel to the direction of the Wave Process' propogation such that the particles alternate between participating in processes of compression and rarefaction as they participate in individual Wave Processes.,class
